COMMAND     PID USER   FD      TYPE             DEVICE SIZE/OFF   NODE NAME
tuic-serv 11653 root  800u     IPv4             374072      0t0    TCP jp-n01.internal.cloudapp.net:37066->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  801u     IPv4             374154      0t0    TCP jp-n01.internal.cloudapp.net:34406->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  802u     IPv4             378845      0t0    TCP jp-n01.internal.cloudapp.net:38428->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  803u     IPv4             374353      0t0    TCP jp-n01.internal.cloudapp.net:60656->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  804u     IPv4             374397      0t0    TCP jp-n01.internal.cloudapp.net:53640->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  805u     IPv4             376149      0t0    TCP jp-n01.internal.cloudapp.net:40064->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  806u     IPv4             378317      0t0    TCP jp-n01.internal.cloudapp.net:56528->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  807u     IPv4             376258      0t0    TCP jp-n01.internal.cloudapp.net:57158->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  808u     IPv4             374902      0t0    TCP jp-n01.internal.cloudapp.net:58200->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  809u     IPv4             375007      0t0    TCP jp-n01.internal.cloudapp.net:57736->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  810u     IPv4             380581      0t0    TCP jp-n01.internal.cloudapp.net:33768->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  811u     IPv4             375179      0t0    TCP jp-n01.internal.cloudapp.net:57108->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  812u     IPv4             391436      0t0    TCP jp-n01.internal.cloudapp.net:52484->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  813u     IPv4             379286      0t0    TCP jp-n01.internal.cloudapp.net:45898->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  814u     IPv4             376847      0t0    TCP jp-n01.internal.cloudapp.net:34320->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  815u     IPv4             377079      0t0    TCP jp-n01.internal.cloudapp.net:60270->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  816u     IPv4             379404      0t0    TCP jp-n01.internal.cloudapp.net:38104->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  817u     IPv4             379727      0t0    TCP jp-n01.internal.cloudapp.net:38440->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  818u     IPv4             381058      0t0    TCP jp-n01.internal.cloudapp.net:47974->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  819u     IPv4             420829      0t0    TCP jp-n01.internal.cloudapp.net:40650->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  820u     IPv4             378629      0t0    TCP jp-n01.internal.cloudapp.net:59990->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  821u     IPv4             378975      0t0    TCP jp-n01.internal.cloudapp.net:54264->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  822u     IPv4             379128      0t0    TCP jp-n01.internal.cloudapp.net:42966->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  823u     IPv4             379202      0t0    TCP jp-n01.internal.cloudapp.net:50424->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  824u     IPv4             382102      0t0    TCP jp-n01.internal.cloudapp.net:47940->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  825u     IPv4             379334      0t0    TCP jp-n01.internal.cloudapp.net:58204->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  826u     IPv4             379447      0t0    TCP jp-n01.internal.cloudapp.net:46208->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  827u     IPv4             379460      0t0    TCP jp-n01.internal.cloudapp.net:33758->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  828u     IPv4             379592      0t0    TCP jp-n01.internal.cloudapp.net:51514->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  829u     IPv4             380179      0t0    TCP jp-n01.internal.cloudapp.net:57652->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  830u     IPv4             381087      0t0    TCP jp-n01.internal.cloudapp.net:35500->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  831u     IPv4             380222      0t0    TCP jp-n01.internal.cloudapp.net:34254->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  832u     IPv4             381752      0t0    TCP jp-n01.internal.cloudapp.net:43270->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  833u     IPv4             380305      0t0    TCP jp-n01.internal.cloudapp.net:45664->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  834u     IPv4             381468      0t0    TCP jp-n01.internal.cloudapp.net:47768->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  835u     IPv4             380384      0t0    TCP jp-n01.internal.cloudapp.net:47148->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  836u     IPv4             380448      0t0    TCP jp-n01.internal.cloudapp.net:47616->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  837u     IPv4             380481      0t0    TCP jp-n01.internal.cloudapp.net:48738->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  838u     IPv4             382390      0t0    TCP jp-n01.internal.cloudapp.net:53580->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  839u     IPv4             381208      0t0    TCP jp-n01.internal.cloudapp.net:52620->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  840u     IPv4             381264      0t0    TCP jp-n01.internal.cloudapp.net:33748->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  841u     IPv4             381361      0t0    TCP jp-n01.internal.cloudapp.net:43128->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  842u     IPv4             383451      0t0    TCP jp-n01.internal.cloudapp.net:44914->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  843u     IPv4             383120      0t0    TCP jp-n01.internal.cloudapp.net:41860->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  844u     IPv4             381503      0t0    TCP jp-n01.internal.cloudapp.net:49126->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  845u     IPv4             383309      0t0    TCP jp-n01.internal.cloudapp.net:59108->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  846u     IPv4             381552      0t0    TCP jp-n01.internal.cloudapp.net:34724->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  847u     IPv4             381863      0t0    TCP jp-n01.internal.cloudapp.net:52002->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  848u     IPv4             389524      0t0    TCP jp-n01.internal.cloudapp.net:57770->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  849u     IPv4             390946      0t0    TCP jp-n01.internal.cloudapp.net:59252->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  850u     IPv4             382118      0t0    TCP jp-n01.internal.cloudapp.net:57366->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  851u     IPv4             384606      0t0    TCP jp-n01.internal.cloudapp.net:50404->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  852u     IPv4             383560      0t0    TCP jp-n01.internal.cloudapp.net:60572->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  853u     IPv4             388750      0t0    TCP jp-n01.internal.cloudapp.net:42042->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  854u     IPv4             404139      0t0    TCP jp-n01.internal.cloudapp.net:56536->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  855u     IPv4             382777      0t0    TCP jp-n01.internal.cloudapp.net:47700->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  856u     IPv4             383037      0t0    TCP jp-n01.internal.cloudapp.net:48340->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  857u     IPv4             385550      0t0    TCP jp-n01.internal.cloudapp.net:39556->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  858u     IPv4             388061      0t0    TCP jp-n01.internal.cloudapp.net:56016->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  859u     IPv4             388155      0t0    TCP jp-n01.internal.cloudapp.net:35056->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  860u     IPv4             409690      0t0    TCP jp-n01.internal.cloudapp.net:48816->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  861u     IPv4             389929      0t0    TCP jp-n01.internal.cloudapp.net:43752->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  862u     IPv4             391790      0t0    TCP jp-n01.internal.cloudapp.net:46518->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  863u     IPv4             388382      0t0    TCP jp-n01.internal.cloudapp.net:53598->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  864u     IPv4             388628      0t0    TCP jp-n01.internal.cloudapp.net:50680->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  865u     IPv4             389126      0t0    TCP jp-n01.internal.cloudapp.net:55090->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  866u     IPv4             434786      0t0    TCP jp-n01.internal.cloudapp.net:54422->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  867u     IPv4             390224      0t0    TCP jp-n01.internal.cloudapp.net:46366->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  868u     IPv4             435107      0t0    TCP jp-n01.internal.cloudapp.net:48960->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  869u     IPv4             389616      0t0    TCP jp-n01.internal.cloudapp.net:52364->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  870u     IPv4             389715      0t0    TCP jp-n01.internal.cloudapp.net:44120->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  871u     IPv4             440036      0t0    TCP jp-n01.internal.cloudapp.net:43496->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  872u     IPv4             391651      0t0    TCP jp-n01.internal.cloudapp.net:58412->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  873u     IPv4             390201      0t0    TCP jp-n01.internal.cloudapp.net:32992->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  874u     IPv4             404299      0t0    TCP jp-n01.internal.cloudapp.net:51098->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  875u     IPv4             409896      0t0    TCP jp-n01.internal.cloudapp.net:60180->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  876u     IPv4             392454      0t0    TCP jp-n01.internal.cloudapp.net:50294->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  877u     IPv4             391168      0t0    TCP jp-n01.internal.cloudapp.net:59218->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  878u     IPv4             392502      0t0    TCP jp-n01.internal.cloudapp.net:59072->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  879u     IPv4             391217      0t0    TCP jp-n01.internal.cloudapp.net:45386->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  880u     IPv4             393074      0t0    TCP jp-n01.internal.cloudapp.net:38474->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  881u     IPv4             392726      0t0    TCP jp-n01.internal.cloudapp.net:41958->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  882u     IPv4             392096      0t0    TCP jp-n01.internal.cloudapp.net:35098->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  883u     IPv4             398067      0t0    TCP jp-n01.internal.cloudapp.net:50776->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  884u     IPv4             392119      0t0    TCP jp-n01.internal.cloudapp.net:39744->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  885u     IPv4             392631      0t0    TCP jp-n01.internal.cloudapp.net:53096->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  886u     IPv4             392711      0t0    TCP jp-n01.internal.cloudapp.net:48046->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  887u     IPv4             396588      0t0    TCP jp-n01.internal.cloudapp.net:60412->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  888u     IPv4             392745      0t0    TCP jp-n01.internal.cloudapp.net:41860->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  889u     IPv4             396936      0t0    TCP jp-n01.internal.cloudapp.net:50720->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  890u     IPv4             397260      0t0    TCP jp-n01.internal.cloudapp.net:34008->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  891u     IPv4             393193      0t0    TCP jp-n01.internal.cloudapp.net:49544->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  892u     IPv4             393443      0t0    TCP jp-n01.internal.cloudapp.net:48050->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  893u     IPv4             400462      0t0    TCP jp-n01.internal.cloudapp.net:39550->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  894u     IPv4             397641      0t0    TCP jp-n01.internal.cloudapp.net:51740->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  895u     IPv4             401891      0t0    TCP jp-n01.internal.cloudapp.net:35172->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  896u     IPv4             402113      0t0    TCP jp-n01.internal.cloudapp.net:52968->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  897u     IPv4             406824      0t0    TCP jp-n01.internal.cloudapp.net:49576->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  898u     IPv4             417234      0t0    TCP jp-n01.internal.cloudapp.net:43416->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  899u     IPv4             402447      0t0    TCP jp-n01.internal.cloudapp.net:46950->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  900u     IPv4             401500      0t0    TCP jp-n01.internal.cloudapp.net:54930->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  901u     IPv4             394600      0t0    TCP jp-n01.internal.cloudapp.net:40040->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  902u     IPv4             400526      0t0    TCP jp-n01.internal.cloudapp.net:53268->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  903u     IPv4             400654      0t0    TCP jp-n01.internal.cloudapp.net:51074->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  904u     IPv4             404516      0t0    TCP jp-n01.internal.cloudapp.net:39924->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  905u     IPv4             394192      0t0    TCP jp-n01.internal.cloudapp.net:50280->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  906u     IPv4             400735      0t0    TCP jp-n01.internal.cloudapp.net:50380->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  907u     IPv4             400942      0t0    TCP jp-n01.internal.cloudapp.net:52106->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  908u     IPv4             413553      0t0    TCP jp-n01.internal.cloudapp.net:54118->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  909u     IPv4             418678      0t0    TCP jp-n01.internal.cloudapp.net:55324->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  910u     IPv4             401022      0t0    TCP jp-n01.internal.cloudapp.net:42640->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  911u     IPv4             407101      0t0    TCP jp-n01.internal.cloudapp.net:45030->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  912u     IPv4             401284      0t0    TCP jp-n01.internal.cloudapp.net:41288->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  913u     IPv4             425629      0t0    TCP jp-n01.internal.cloudapp.net:60854->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  914u     IPv4             404576      0t0    TCP jp-n01.internal.cloudapp.net:33932->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  915u     IPv4             405132      0t0    TCP jp-n01.internal.cloudapp.net:38864->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  916u     IPv4             405587      0t0    TCP jp-n01.internal.cloudapp.net:45520->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  917u     IPv4             405665      0t0    TCP jp-n01.internal.cloudapp.net:40276->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  918u     IPv4             418179      0t0    TCP jp-n01.internal.cloudapp.net:36652->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  919u     IPv4             422499      0t0    TCP jp-n01.internal.cloudapp.net:51496->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  920u     IPv4             407255      0t0    TCP jp-n01.internal.cloudapp.net:51992->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  921u     IPv4             407406      0t0    TCP jp-n01.internal.cloudapp.net:34216->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  922u     IPv4             408876      0t0    TCP jp-n01.internal.cloudapp.net:43242->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  923u     IPv4             410104      0t0    TCP jp-n01.internal.cloudapp.net:48812->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  924u     IPv4             418205      0t0    TCP jp-n01.internal.cloudapp.net:53128->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  925u     IPv4             412300      0t0    TCP jp-n01.internal.cloudapp.net:35730->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  926u     IPv4             408681      0t0    TCP jp-n01.internal.cloudapp.net:52798->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  927u     IPv4             407798      0t0    TCP jp-n01.internal.cloudapp.net:58214->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  928u     IPv4             419112      0t0    TCP jp-n01.internal.cloudapp.net:36974->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  929u     IPv4             412913      0t0    TCP jp-n01.internal.cloudapp.net:36538->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  930u     IPv4             410483      0t0    TCP jp-n01.internal.cloudapp.net:41392->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  931u     IPv4             408562      0t0    TCP jp-n01.internal.cloudapp.net:39058->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  932u     IPv4             413081      0t0    TCP jp-n01.internal.cloudapp.net:56294->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  933u     IPv4             411715      0t0    TCP jp-n01.internal.cloudapp.net:48082->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  934u     IPv4             411978      0t0    TCP jp-n01.internal.cloudapp.net:51832->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  935u     IPv4             411981      0t0    TCP jp-n01.internal.cloudapp.net:51838->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  936u     IPv4             412150      0t0    TCP jp-n01.internal.cloudapp.net:49560->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  937u     IPv4             415401      0t0    TCP jp-n01.internal.cloudapp.net:39258->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  938u     IPv4             421523      0t0    TCP jp-n01.internal.cloudapp.net:35650->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  939u     IPv4             412777      0t0    TCP jp-n01.internal.cloudapp.net:35656->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  940u     IPv4             412654      0t0    TCP jp-n01.internal.cloudapp.net:40790->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  941u     IPv4             413169      0t0    TCP jp-n01.internal.cloudapp.net:46682->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  942u     IPv4             413490      0t0    TCP jp-n01.internal.cloudapp.net:55270->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  943u     IPv4             414239      0t0    TCP jp-n01.internal.cloudapp.net:57122->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  944u     IPv4             414783      0t0    TCP jp-n01.internal.cloudapp.net:52254->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  945u     IPv4             419619      0t0    TCP jp-n01.internal.cloudapp.net:55570->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  946u     IPv4             415800      0t0    TCP jp-n01.internal.cloudapp.net:37638->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  947u     IPv4             395170      0t0    TCP jp-n01.internal.cloudapp.net:59514->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  948u     IPv4             419912      0t0    TCP jp-n01.internal.cloudapp.net:35312->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  949u     IPv4             420097      0t0    TCP jp-n01.internal.cloudapp.net:56066->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  950u     IPv4             418372      0t0    TCP jp-n01.internal.cloudapp.net:42014->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  951u     IPv4             446739      0t0    TCP jp-n01.internal.cloudapp.net:53540->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  952u     IPv4             426057      0t0    TCP jp-n01.internal.cloudapp.net:47958->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  953u     IPv4             414087      0t0    TCP jp-n01.internal.cloudapp.net:58232->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  954u     IPv4             418586      0t0    TCP jp-n01.internal.cloudapp.net:52896->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  955u     IPv4             418599      0t0    TCP jp-n01.internal.cloudapp.net:36346->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  956u     IPv4             418681      0t0    TCP jp-n01.internal.cloudapp.net:55326->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  957u     IPv4             441855      0t0    TCP jp-n01.internal.cloudapp.net:38014->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
