COMMAND     PID USER   FD      TYPE             DEVICE SIZE/OFF   NODE NAME
tuic-serv 11653 root  322u     IPv4             268972      0t0    TCP jp-n01.internal.cloudapp.net:42468->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  323u     IPv4             269500      0t0    TCP jp-n01.internal.cloudapp.net:44922->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  324u     IPv4             269042      0t0    TCP jp-n01.internal.cloudapp.net:46646->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  325u     IPv4             269503      0t0    TCP jp-n01.internal.cloudapp.net:44934->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  326u     IPv4             271106      0t0    TCP jp-n01.internal.cloudapp.net:46936->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  327u     IPv4             272788      0t0    TCP jp-n01.internal.cloudapp.net:50030->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  328u     IPv4             269701      0t0    TCP jp-n01.internal.cloudapp.net:57814->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  329u     IPv4             272360      0t0    TCP jp-n01.internal.cloudapp.net:33642->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  330u     IPv4             271539      0t0    TCP jp-n01.internal.cloudapp.net:56442->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  331u     IPv4             271555      0t0    TCP jp-n01.internal.cloudapp.net:43448->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  332u     IPv4             274267      0t0    TCP jp-n01.internal.cloudapp.net:33202->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  333u     IPv4             273735      0t0    TCP jp-n01.internal.cloudapp.net:41470->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  334u     IPv4             274104      0t0    TCP jp-n01.internal.cloudapp.net:54310->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  335u     IPv4             272072      0t0    TCP jp-n01.internal.cloudapp.net:56274->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  336u     IPv4             272196      0t0    TCP jp-n01.internal.cloudapp.net:37194->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  337u     IPv4             274155      0t0    TCP jp-n01.internal.cloudapp.net:54706->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  338u     IPv4             284911      0t0    TCP jp-n01.internal.cloudapp.net:43926->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  339u     IPv4             272409      0t0    TCP jp-n01.internal.cloudapp.net:41218->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  340u     IPv4             289175      0t0    TCP jp-n01.internal.cloudapp.net:40978->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  341u     IPv4             272857      0t0    TCP jp-n01.internal.cloudapp.net:40878->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  342u     IPv4             272921      0t0    TCP jp-n01.internal.cloudapp.net:50710->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  343u     IPv4             274280      0t0    TCP jp-n01.internal.cloudapp.net:46194->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  344u     IPv4             273025      0t0    TCP jp-n01.internal.cloudapp.net:46068->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  345u     IPv4             273370      0t0    TCP jp-n01.internal.cloudapp.net:43230->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  346u     IPv4             289627      0t0    TCP jp-n01.internal.cloudapp.net:45224->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  347u     IPv4             276159      0t0    TCP jp-n01.internal.cloudapp.net:43178->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  348u     IPv4             278627      0t0    TCP jp-n01.internal.cloudapp.net:53734->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  349u     IPv4             296326      0t0    TCP jp-n01.internal.cloudapp.net:36414->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  350u     IPv4             274186      0t0    TCP jp-n01.internal.cloudapp.net:50362->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  351u     IPv4             274364      0t0    TCP jp-n01.internal.cloudapp.net:52938->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  352u     IPv4             274440      0t0    TCP jp-n01.internal.cloudapp.net:37548->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  353u     IPv4             275893      0t0    TCP jp-n01.internal.cloudapp.net:37812->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  354u     IPv4             277990      0t0    TCP jp-n01.internal.cloudapp.net:56424->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  355u     IPv4             275981      0t0    TCP jp-n01.internal.cloudapp.net:41602->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  356u     IPv4             277906      0t0    TCP jp-n01.internal.cloudapp.net:37124->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  357u     IPv4             278685      0t0    TCP jp-n01.internal.cloudapp.net:43672->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  358u     IPv4             278768      0t0    TCP jp-n01.internal.cloudapp.net:53066->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  359u     IPv4             276679      0t0    TCP jp-n01.internal.cloudapp.net:36342->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  360u     IPv4             280230      0t0    TCP jp-n01.internal.cloudapp.net:33332->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  361u     IPv4             284619      0t0    TCP jp-n01.internal.cloudapp.net:52288->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  362u     IPv4             279921      0t0    TCP jp-n01.internal.cloudapp.net:44866->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  363u     IPv4             280040      0t0    TCP jp-n01.internal.cloudapp.net:39172->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  364u     IPv4             289373      0t0    TCP jp-n01.internal.cloudapp.net:41446->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  365u     IPv4             287718      0t0    TCP jp-n01.internal.cloudapp.net:53194->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  366u     IPv4             279350      0t0    TCP jp-n01.internal.cloudapp.net:47886->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  367u     IPv4             279368      0t0    TCP jp-n01.internal.cloudapp.net:46908->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  368u     IPv4             280166      0t0    TCP jp-n01.internal.cloudapp.net:57352->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  369u     IPv4             282543      0t0    TCP jp-n01.internal.cloudapp.net:58886->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  370u     IPv4             284263      0t0    TCP jp-n01.internal.cloudapp.net:55742->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  371u     IPv4             288223      0t0    TCP jp-n01.internal.cloudapp.net:58936->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  372u     IPv4             281072      0t0    TCP jp-n01.internal.cloudapp.net:39888->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  373u     IPv4             286889      0t0    TCP jp-n01.internal.cloudapp.net:55156->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  374u     IPv4             281883      0t0    TCP jp-n01.internal.cloudapp.net:54758->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  375u     IPv4             286275      0t0    TCP jp-n01.internal.cloudapp.net:47702->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  376u     IPv4             282854      0t0    TCP jp-n01.internal.cloudapp.net:35664->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  377u     IPv4             295437      0t0    TCP jp-n01.internal.cloudapp.net:39538->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  378u     IPv4             282191      0t0    TCP jp-n01.internal.cloudapp.net:41830->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  379u     IPv4             282300      0t0    TCP jp-n01.internal.cloudapp.net:45814->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  380u     IPv4             284098      0t0    TCP jp-n01.internal.cloudapp.net:45616->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  381u     IPv4             288922      0t0    TCP jp-n01.internal.cloudapp.net:56400->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  382u     IPv4             307773      0t0    TCP jp-n01.internal.cloudapp.net:59398->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  383u     IPv4             284775      0t0    TCP jp-n01.internal.cloudapp.net:56512->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  384u     IPv4             285165      0t0    TCP jp-n01.internal.cloudapp.net:36580->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  385u     IPv4             284846      0t0    TCP jp-n01.internal.cloudapp.net:49238->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  386u     IPv4             285005      0t0    TCP jp-n01.internal.cloudapp.net:52644->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  387u     IPv4             287138      0t0    TCP jp-n01.internal.cloudapp.net:49942->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  388u     IPv4             287448      0t0    TCP jp-n01.internal.cloudapp.net:35306->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  389u     IPv4             290881      0t0    TCP jp-n01.internal.cloudapp.net:46634->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  390u     IPv4             302394      0t0    TCP jp-n01.internal.cloudapp.net:53756->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  391u     IPv4             312229      0t0    TCP jp-n01.internal.cloudapp.net:45916->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  392u     IPv4             291484      0t0    TCP jp-n01.internal.cloudapp.net:37280->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  393u     IPv4             288384      0t0    TCP jp-n01.internal.cloudapp.net:51908->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  394u     IPv4             289164      0t0    TCP jp-n01.internal.cloudapp.net:52706->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  395u     IPv4             291971      0t0    TCP jp-n01.internal.cloudapp.net:50126->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  396u     IPv4             289189      0t0    TCP jp-n01.internal.cloudapp.net:49744->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  397u     IPv4             289870      0t0    TCP jp-n01.internal.cloudapp.net:35676->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  398u     IPv4             313934      0t0    TCP jp-n01.internal.cloudapp.net:50818->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  399u     IPv4             290790      0t0    TCP jp-n01.internal.cloudapp.net:55158->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  400u     IPv4             293391      0t0    TCP jp-n01.internal.cloudapp.net:50050->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  401u     IPv4             290840      0t0    TCP jp-n01.internal.cloudapp.net:54562->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  402u     IPv4             293061      0t0    TCP jp-n01.internal.cloudapp.net:51014->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  403u     IPv4             293500      0t0    TCP jp-n01.internal.cloudapp.net:56730->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  404u     IPv4             313401      0t0    TCP jp-n01.internal.cloudapp.net:56694->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  405u     IPv4             291749      0t0    TCP jp-n01.internal.cloudapp.net:60624->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  406u     IPv4             292264      0t0    TCP jp-n01.internal.cloudapp.net:34064->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  407u     IPv4             294785      0t0    TCP jp-n01.internal.cloudapp.net:50404->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  408u     IPv4             295254      0t0    TCP jp-n01.internal.cloudapp.net:60962->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  409u     IPv4             306645      0t0    TCP jp-n01.internal.cloudapp.net:56554->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  410u     IPv4             300767      0t0    TCP jp-n01.internal.cloudapp.net:51848->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  411u     IPv4             295085      0t0    TCP jp-n01.internal.cloudapp.net:51202->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  412u     IPv4             293621      0t0    TCP jp-n01.internal.cloudapp.net:45214->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  413u     IPv4             292397      0t0    TCP jp-n01.internal.cloudapp.net:58556->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  414u     IPv4             298000      0t0    TCP jp-n01.internal.cloudapp.net:58472->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  415u     IPv4             292502      0t0    TCP jp-n01.internal.cloudapp.net:51184->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  416u     IPv4             296756      0t0    TCP jp-n01.internal.cloudapp.net:49302->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  417u     IPv4             293754      0t0    TCP jp-n01.internal.cloudapp.net:48908->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  418u     IPv4             294052      0t0    TCP jp-n01.internal.cloudapp.net:49066->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  419u     IPv4             292833      0t0    TCP jp-n01.internal.cloudapp.net:55474->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  420u     IPv4             292921      0t0    TCP jp-n01.internal.cloudapp.net:52962->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  421u     IPv4             296344      0t0    TCP jp-n01.internal.cloudapp.net:45302->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  422u     IPv4             298273      0t0    TCP jp-n01.internal.cloudapp.net:55034->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  423u     IPv4             294169      0t0    TCP jp-n01.internal.cloudapp.net:48648->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  424u     IPv4             318776      0t0    TCP jp-n01.internal.cloudapp.net:45390->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  425u     IPv4             303231      0t0    TCP jp-n01.internal.cloudapp.net:34738->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  426u     IPv4             296499      0t0    TCP jp-n01.internal.cloudapp.net:58646->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  427u     IPv4             295102      0t0    TCP jp-n01.internal.cloudapp.net:51200->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  428u     IPv4             297780      0t0    TCP jp-n01.internal.cloudapp.net:36602->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  429u     IPv4             300114      0t0    TCP jp-n01.internal.cloudapp.net:36012->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  430u     IPv4             300227      0t0    TCP jp-n01.internal.cloudapp.net:36550->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  431u     IPv4             297809      0t0    TCP jp-n01.internal.cloudapp.net:57018->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  432u     IPv4             298440      0t0    TCP jp-n01.internal.cloudapp.net:34298->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  433u     IPv4             299912      0t0    TCP jp-n01.internal.cloudapp.net:59462->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  434u     IPv4             297335      0t0    TCP jp-n01.internal.cloudapp.net:40406->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  435u     IPv4             297366      0t0    TCP jp-n01.internal.cloudapp.net:58838->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  436u     IPv4             298656      0t0    TCP jp-n01.internal.cloudapp.net:46960->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  437u     IPv4             297457      0t0    TCP jp-n01.internal.cloudapp.net:45984->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  438u     IPv4             297478      0t0    TCP jp-n01.internal.cloudapp.net:57142->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  439u     IPv4             297881      0t0    TCP jp-n01.internal.cloudapp.net:40580->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  440u     IPv4             299182      0t0    TCP jp-n01.internal.cloudapp.net:42060->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  441u     IPv4             298443      0t0    TCP jp-n01.internal.cloudapp.net:34312->a23-32-13-159.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  442u     IPv4             302055      0t0    TCP jp-n01.internal.cloudapp.net:55172->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  443u     IPv4             301658      0t0    TCP jp-n01.internal.cloudapp.net:34754->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  444u     IPv4             299571      0t0    TCP jp-n01.internal.cloudapp.net:58544->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  445u     IPv4             320522      0t0    TCP jp-n01.internal.cloudapp.net:38712->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  446u     IPv4             299677      0t0    TCP jp-n01.internal.cloudapp.net:39612->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  447u     IPv4             299716      0t0    TCP jp-n01.internal.cloudapp.net:60928->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  448u     IPv4             310167      0t0    TCP jp-n01.internal.cloudapp.net:58872->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  449u     IPv4             301393      0t0    TCP jp-n01.internal.cloudapp.net:44410->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  450u     IPv4             309202      0t0    TCP jp-n01.internal.cloudapp.net:43644->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  451u     IPv4             300341      0t0    TCP jp-n01.internal.cloudapp.net:43442->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  452u     IPv4             300507      0t0    TCP jp-n01.internal.cloudapp.net:54612->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  453u     IPv4             300549      0t0    TCP jp-n01.internal.cloudapp.net:45868->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  454u     IPv4             318055      0t0    TCP jp-n01.internal.cloudapp.net:39798->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  455u     IPv4             320341      0t0    TCP jp-n01.internal.cloudapp.net:53090->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  456u     IPv4             314532      0t0    TCP jp-n01.internal.cloudapp.net:35546->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  457u     IPv4             301983      0t0    TCP jp-n01.internal.cloudapp.net:33006->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  458u     IPv4             302629      0t0    TCP jp-n01.internal.cloudapp.net:50316->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  459u     IPv4             329591      0t0    TCP jp-n01.internal.cloudapp.net:56956->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  460u     IPv4             301913      0t0    TCP jp-n01.internal.cloudapp.net:43786->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  461u     IPv4             303321      0t0    TCP jp-n01.internal.cloudapp.net:38902->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  462u     IPv4             301958      0t0    TCP jp-n01.internal.cloudapp.net:34412->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  463u     IPv4             302893      0t0    TCP jp-n01.internal.cloudapp.net:40342->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  464u     IPv4             302011      0t0    TCP jp-n01.internal.cloudapp.net:39132->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  465u     IPv4             302130      0t0    TCP jp-n01.internal.cloudapp.net:51110->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  466u     IPv4             302469      0t0    TCP jp-n01.internal.cloudapp.net:47498->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  467u     IPv4             302174      0t0    TCP jp-n01.internal.cloudapp.net:40372->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  468u     IPv4             302681      0t0    TCP jp-n01.internal.cloudapp.net:43746->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  469u     IPv4             303554      0t0    TCP jp-n01.internal.cloudapp.net:50772->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  470u     IPv4             309545      0t0    TCP jp-n01.internal.cloudapp.net:33568->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  471u     IPv4             303126      0t0    TCP jp-n01.internal.cloudapp.net:52346->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  472u     IPv4             303366      0t0    TCP jp-n01.internal.cloudapp.net:43802->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  473u     IPv4             303647      0t0    TCP jp-n01.internal.cloudapp.net:57556->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  474u     IPv4             303673      0t0    TCP jp-n01.internal.cloudapp.net:39970->a104-71-141-50.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  475u     IPv4             303993      0t0    TCP jp-n01.internal.cloudapp.net:43998->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  476u     IPv4             311186      0t0    TCP jp-n01.internal.cloudapp.net:57440->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  477u     IPv4             307890      0t0    TCP jp-n01.internal.cloudapp.net:52826->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  478u     IPv4             307908      0t0    TCP jp-n01.internal.cloudapp.net:51998->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
tuic-serv 11653 root  479u     IPv4             304072      0t0    TCP jp-n01.internal.cloudapp.net:35608->a23-47-146-16.deploy.static.akamaitechnologies.com:https (ESTABLISHED)
